ApplicantID,UserID,IncomeType,EducationType,FamilyStatus,HousingType,EmploymentDays,AnnualIncome,Age,NumChildren,OwnsCar,OwnsRealty,HistoryID,PastDefaults,OverdueMonths,CreditUtilization,ExistingCreditLines,Approved
4077,18,Working,Higher education,Single,Municipal apartment,-12796.0,30054.71,54,1,N,N,4077,0,2,0.569,4,1
4078,96,Working,Secondary,Married,House / apartment,-8530.0,63499.57,55,0,Y,Y,4078,0,0,0.633,4,1
4079,38,Working,Higher education,Married,House / apartment,-11321.0,35761.27,52,2,N,Y,4079,0,2,0.267,9,0
4080,87,Working,Lower secondary,Married,Rented apartment,-2071.0,62449.73,32,0,Y,Y,4080,0,0,0.261,6,1
4081,88,State servant,Higher education,Civil marriage,House / apartment,-6911.0,50046.91,53,2,N,Y,4081,0,0,0.129,0,1
4082,50,Commercial associate,Lower secondary,Married,House / apartment,-2092.0,35303.22,38,1,Y,Y,4082,0,0,0.375,1,0
4083,8,Working,Secondary,Married,Rented apartment,-3150.0,26859.06,25,0,Y,Y,4083,0,1,0.303,4,0
4084,169,Working,Higher education,Married,Rented apartment,-14016.0,54368.09,39,0,N,N,4084,0,4,0.535,4,0
4085,134,Pensioner,Higher education,Married,House / apartment,-13702.0,60405.33,51,0,Y,Y,4085,1,1,0.217,6,0
4086,69,Working,Secondary,Married,House / apartment,-7452.0,45659.59,47,1,N,Y,4086,1,0,0.038,6,0
4087,172,Working,Secondary,Single,Office apartment,-7813.0,34601.2,62,1,N,N,4087,0,1,0.265,2,1
4088,121,Pensioner,Secondary,Married,With parents,-3064.0,39440.7,58,0,Y,N,4088,1,1,0.313,3,1
4089,64,Commercial associate,Higher education,Married,House / apartment,-3528.0,29932.4,35,0,N,N,4089,0,2,0.162,1,0
4090,157,Commercial associate,Higher education,Married,House / apartment,-11045.0,68271.41,24,1,Y,Y,4090,1,2,0.259,1,0
4091,156,Working,Academic degree,Married,House / apartment,-4155.0,18551.41,39,0,Y,N,4091,0,0,0.169,2,0
4092,139,Working,Higher education,Married,Rented apartment,-9287.0,75227.8,41,1,Y,Y,4092,0,2,0.117,6,1
4093,121,Commercial associate,Higher education,Single,House / apartment,-11313.0,47373.96,60,2,N,Y,4093,0,0,0.459,5,0
4094,65,Working,Higher education,Married,Municipal apartment,-917.0,61990.64,21,0,N,Y,4094,0,1,0.151,0,1
4095,107,Working,Secondary,Married,Municipal apartment,-3846.0,64788.94,40,1,Y,Y,4095,0,1,0.168,8,1
4096,147,Working,Secondary,Single,Municipal apartment,-3862.0,51677.68,42,1,Y,Y,4096,0,1,0.11,0,0
4097,137,Working,Higher education,Married,With parents,-11955.0,41129.75,33,2,N,N,4097,2,0,0.348,6,1
4098,155,State servant,Higher education,Single,Municipal apartment,-5949.0,80640.79,61,0,Y,Y,4098,0,0,0.402,7,0
4099,162,Pensioner,Higher education,Married,House / apartment,-8284.0,22654.33,21,0,N,N,4099,1,1,0.228,5,0
4100,172,Commercial associate,Higher education,Married,House / apartment,-12915.0,88062.91,35,0,N,N,4100,0,0,0.342,0,1
4101,196,Working,Higher education,Civil marriage,Municipal apartment,-547.0,29569.64,35,1,N,Y,4101,0,1,0.38,1,1
4102,100,Working,Academic degree,Married,House / apartment,-8467.0,42339.53,34,2,N,Y,4102,1,0,0.252,6,0
4103,82,Working,Higher education,Civil marriage,House / apartment,-12273.0,93348.09,25,0,Y,Y,4103,2,1,0.167,4,1
4104,143,Working,Higher education,Single,House / apartment,-14624.0,133687.34,26,0,N,Y,4104,1,1,0.223,8,1
4105,51,Student,Incomplete higher,Single,House / apartment,-8008.0,53203.9,61,2,N,N,4105,0,0,0.247,7,1
4106,141,Working,Higher education,Civil marriage,With parents,-815.0,26646.89,51,0,N,Y,4106,0,1,0.135,3,0
4107,83,Working,Secondary,Civil marriage,With parents,-2337.0,71988.81,46,0,Y,Y,4107,2,3,0.344,4,0
4108,177,Working,Higher education,Single,House / apartment,-9300.0,48167.36,45,0,N,Y,4108,0,3,0.327,9,0
4109,198,Commercial associate,Higher education,Single,Municipal apartment,-10310.0,30396.52,59,2,N,N,4109,0,0,0.2,2,0
4110,112,Working,Lower secondary,Married,House / apartment,-12206.0,54102.01,60,1,Y,Y,4110,0,1,0.465,1,0
4111,56,Working,Secondary,Married,Municipal apartment,-13935.0,27190.34,35,0,Y,N,4111,2,0,0.446,4,0
4112,179,Working,Higher education,Married,House / apartment,-11318.0,53517.89,26,1,N,Y,4112,1,1,0.416,3,0
4113,165,Pensioner,Secondary,Married,With parents,-7363.0,32399.25,21,0,Y,N,4113,0,1,0.499,6,0
4114,145,Working,Incomplete higher,Civil marriage,House / apartment,-4801.0,20219.56,61,1,Y,N,4114,0,0,0.056,9,0
4115,186,State servant,Higher education,Married,House / apartment,-207.0,23207.35,27,0,Y,N,4115,0,1,0.348,9,1
4116,157,Pensioner,Secondary,Married,Municipal apartment,-3607.0,37293.75,24,1,Y,N,4116,1,2,0.168,0,0
4117,161,Working,Lower secondary,Single,House / apartment,-13949.0,61441.49,21,0,Y,Y,4117,2,0,0.125,5,0
4118,60,Pensioner,Higher education,Married,Office apartment,-6180.0,86191.88,61,0,N,N,4118,0,0,0.549,8,0
4119,120,Working,Secondary,Married,House / apartment,-6920.0,93190.85,22,1,N,N,4119,0,2,0.287,5,1
4120,183,State servant,Secondary,Single,,,,54,2,N,Y,4120,0,0,0.078,8,1
4121,138,Working,Secondary,Single,House / apartment,-1180.0,44309.78,55,1,Y,Y,4121,2,0,0.111,1,0
4122,175,Working,Higher education,Single,House / apartment,-8238.0,37249.51,33,0,N,Y,4122,0,0,0.109,7,0
4123,23,Working,Higher education,Married,House / apartment,-6942.0,46730.65,37,1,Y,N,4123,1,1,0.262,9,0
4124,149,Working,Secondary,Married,Office apartment,-8532.0,92476.31,30,0,Y,Y,4124,1,0,0.396,8,0
4125,13,Student,Higher education,Single,House / apartment,-882.0,52707.78,23,0,Y,N,4125,1,2,0.549,2,0
4126,101,Working,Higher education,Married,With parents,-11026.0,72438.64,24,0,N,N,4126,0,1,0.038,5,1
4127,161,Commercial associate,Higher education,Single,House / apartment,-5625.0,132609.17,45,0,N,Y,4127,0,1,0.201,4,1
4128,24,Working,Higher education,Civil marriage,With parents,-8341.0,24241.32,57,0,N,N,4128,1,0,0.172,5,0
4129,108,State servant,Academic degree,Married,House / apartment,-7172.0,39587.81,63,1,N,N,4129,0,1,0.368,8,0
4130,11,Working,Higher education,Married,House / apartment,-10159.0,63389.39,58,0,N,Y,4130,0,2,0.266,2,1
4131,17,Working,Lower secondary,Married,Office apartment,-5531.0,55267.93,49,0,Y,N,4131,1,2,0.487,7,0
4132,196,Working,Higher education,Single,House / apartment,-13049.0,78581.89,21,1,N,N,4132,0,0,0.365,6,1
4133,175,Commercial associate,Secondary,Married,House / apartment,-417.0,41245.14,50,0,N,N,4133,0,2,0.304,9,0
4134,25,Working,Higher education,Married,House / apartment,-11079.0,53782.18,59,0,Y,Y,4134,0,2,0.192,8,1
4135,94,Working,Secondary,Civil marriage,House / apartment,-11576.0,34881.09,30,1,Y,Y,4135,0,2,0.175,3,0
4136,21,Working,Secondary,Married,House / apartment,-267.0,79121.39,49,0,Y,N,4136,0,1,0.259,2,0
4137,84,Commercial associate,Higher education,Married,House / apartment,-8275.0,49958.19,64,0,N,N,4137,1,1,0.17,8,1
4138,140,Working,Incomplete higher,Single,House / apartment,-462.0,92198.27,52,0,N,Y,4138,0,2,0.168,2,1
4139,37,Commercial associate,Higher education,Married,Rented apartment,-5483.0,92501.67,64,1,N,N,4139,0,0,0.151,2,1
4140,42,Working,Secondary,Single,Municipal apartment,-13829.0,27536.61,21,0,N,Y,4140,0,1,0.443,0,0
4141,145,Pensioner,Academic degree,Single,House / apartment,-2492.0,99134.32,61,1,N,Y,4141,0,0,0.325,3,1
4142,101,State servant,Incomplete higher,Married,House / apartment,-11231.0,74532.38,37,1,N,N,4142,1,1,0.307,6,0
4143,48,Working,Lower secondary,Separated,,,,32,4,N,Y,4143,1,1,0.496,7,0
4144,103,Working,Higher education,Married,Office apartment,-11369.0,71578.67,22,1,N,Y,4144,0,1,0.721,1,1
4145,28,Working,Higher education,Widow,Rented apartment,-12690.0,39005.22,29,1,Y,N,4145,1,0,0.498,9,0
4146,41,Working,Higher education,Married,Rented apartment,-12657.0,90442.59,32,0,N,N,4146,0,0,0.331,6,1
4147,99,Working,Secondary,Married,House / apartment,-11614.0,51258.31,45,1,N,N,4147,0,2,0.361,8,1
4148,47,Commercial associate,Secondary,Married,Rented apartment,-11933.0,73099.69,56,2,Y,N,4148,1,1,0.303,3,1
4149,146,Working,Higher education,Married,Rented apartment,-12661.0,36905.49,64,0,N,Y,4149,1,1,0.231,8,0
4150,105,State servant,Secondary,Single,House / apartment,-14317.0,55646.17,55,0,Y,Y,4150,0,1,0.125,9,1
4151,124,Working,Higher education,Single,House / apartment,-5933.0,73033.6,42,4,N,N,4151,0,1,0.255,3,1
4152,199,Commercial associate,Higher education,Single,House / apartment,-13946.0,56302.14,53,0,Y,Y,4152,0,2,0.095,9,1
4153,13,Working,Secondary,Married,With parents,-3055.0,63109.68,41,0,N,N,4153,0,0,0.08,9,1
4154,141,Working,Higher education,Married,House / apartment,-7789.0,34825.81,60,1,Y,Y,4154,1,2,0.397,0,0
4155,100,Working,Incomplete higher,Single,House / apartment,-750.0,56220.79,42,1,Y,Y,4155,0,0,0.108,5,1
4156,31,Working,Higher education,Married,House / apartment,-12398.0,34906.66,48,0,Y,Y,4156,1,1,0.619,3,0
4157,130,Working,Secondary,Single,House / apartment,-10986.0,48617.42,24,0,Y,Y,4157,0,4,0.746,4,0
4158,16,Commercial associate,Higher education,Single,House / apartment,-7699.0,39268.58,46,0,N,N,4158,0,3,0.614,7,0
4159,137,State servant,Higher education,Married,With parents,-14652.0,44708.46,43,1,Y,Y,4159,0,0,0.297,1,1
4160,73,Working,Secondary,Single,House / apartment,-2494.0,22287.2,43,0,N,Y,4160,0,3,0.338,8,0
4161,166,Working,Incomplete higher,Single,Rented apartment,-13978.0,49608.12,61,1,N,Y,4161,1,0,0.252,2,1
4162,54,Working,Higher education,Single,Rented apartment,-6359.0,46705.24,28,0,Y,Y,4162,0,2,0.282,2,1
4163,184,Working,Higher education,Married,Rented apartment,-14497.0,24787.02,52,1,Y,Y,4163,1,2,0.117,5,0
4164,100,Working,Secondary,Married,With parents,-6723.0,57157.72,59,1,Y,Y,4164,0,1,0.598,4,1
4165,109,Pensioner,Higher education,Married,House / apartment,-3486.0,71090.59,64,0,N,N,4165,0,0,0.122,5,1
4166,87,Student,Incomplete higher,Married,House / apartment,-1424.0,56493.07,21,1,N,N,4166,0,2,0.238,4,1
4167,173,State servant,Secondary,Married,House / apartment,-14478.0,69811.77,50,1,N,N,4167,1,0,0.164,7,0
4168,162,Working,Higher education,Civil marriage,Office apartment,-3657.0,38671.51,48,0,N,N,4168,0,0,0.482,8,0
4169,137,Pensioner,Higher education,Single,House / apartment,-3116.0,44544.67,37,0,N,Y,4169,1,2,0.227,1,0
4170,8,Commercial associate,Secondary,Single,,,,43,2,N,N,4170,0,3,0.136,8,1
4171,7,Working,Higher education,Married,Municipal apartment,-6179.0,52349.4,58,1,Y,Y,4171,0,2,0.244,9,1
4172,36,Working,Secondary,Separated,Rented apartment,-413.0,17028.57,44,0,N,Y,4172,0,3,0.216,7,0
4173,18,Pensioner,Higher education,Married,With parents,-14983.0,32389.89,42,0,Y,Y,4173,1,0,0.339,0,1
4174,3,Working,Secondary,Single,With parents,-7577.0,76961.06,25,0,Y,Y,4174,0,1,0.031,7,1
4175,28,Working,Higher education,Widow,House / apartment,-13732.0,34473.63,45,0,N,Y,4175,1,1,0.118,6,0
4176,70,Working,Incomplete higher,Single,House / apartment,-13824.0,43865.64,27,0,Y,Y,4176,0,0,0.432,0,1
4177,172,Commercial associate,Higher education,Widow,House / apartment,-13368.0,47884.25,42,0,N,N,4177,0,3,0.322,2,1
4178,149,Working,Higher education,Single,Rented apartment,-2213.0,26818.36,64,0,N,N,4178,0,4,0.354,5,0
4179,28,State servant,Incomplete higher,Married,House / apartment,-2255.0,99815.01,57,0,Y,Y,4179,0,3,0.509,0,1
4180,54,Commercial associate,Higher education,Married,House / apartment,-3039.0,48334.97,54,3,Y,Y,4180,0,1,0.218,4,1
4181,182,Commercial associate,Higher education,Married,Rented apartment,-11387.0,33342.65,56,0,Y,Y,4181,1,1,0.117,5,0
4182,65,Working,Higher education,Married,House / apartment,-14886.0,65631.13,60,1,N,Y,4182,0,2,0.135,1,1
4183,100,Commercial associate,Higher education,Single,,,,40,1,N,N,4183,0,1,0.387,6,1
4184,21,Working,Incomplete higher,Married,Municipal apartment,-1944.0,50334.66,57,1,N,N,4184,0,1,0.332,6,1
4185,13,Working,Secondary,Civil marriage,Municipal apartment,-8410.0,92409.48,37,3,Y,Y,4185,1,1,0.121,5,1
4186,57,Working,Higher education,Married,House / apartment,-12600.0,38424.98,24,0,Y,Y,4186,0,0,0.5,5,0
4187,49,Working,Secondary,Married,House / apartment,-8232.0,81981.86,38,0,Y,N,4187,0,1,0.196,5,1
4188,118,Commercial associate,Secondary,Widow,Rented apartment,-4938.0,42024.64,48,0,N,Y,4188,0,1,0.013,8,1
4189,54,Working,Incomplete higher,Married,Rented apartment,-12412.0,50549.79,36,0,Y,Y,4189,0,0,0.693,8,1
4190,138,Working,Higher education,Single,House / apartment,-14679.0,56185.18,63,0,N,Y,4190,0,0,0.236,1,1
4191,53,Working,Secondary,Single,House / apartment,-7374.0,41978.96,28,0,N,Y,4191,1,1,0.407,8,0
4192,44,Student,Secondary,Married,House / apartment,-740.0,31022.52,64,1,Y,N,4192,0,1,0.275,1,1
4193,47,Commercial associate,Higher education,Married,Rented apartment,-2487.0,60109.78,38,1,N,N,4193,1,1,0.249,2,1
4194,53,Commercial associate,Higher education,Married,House / apartment,-2981.0,81199.89,49,2,N,Y,4194,0,1,0.329,8,1
4195,74,Working,Higher education,Single,,,,60,1,Y,Y,4195,0,1,0.491,2,1
4196,46,Working,Secondary,Single,With parents,-1158.0,64155.63,36,1,N,N,4196,0,1,0.534,3,1
4197,13,Student,Higher education,Married,House / apartment,-14167.0,39898.14,50,0,N,Y,4197,0,2,0.269,4,1
4198,165,Working,Lower secondary,Single,,,,54,0,Y,Y,4198,0,0,0.218,0,1
4199,102,Working,Higher education,Married,House / apartment,-6597.0,57593.45,50,0,Y,N,4199,0,1,0.015,1,1
4200,24,Commercial associate,Secondary,Single,House / apartment,-5552.0,72280.03,41,2,Y,N,4200,0,1,0.366,5,0
4201,2,Working,Lower secondary,Civil marriage,House / apartment,-1765.0,51246.67,42,0,N,N,4201,0,1,0.38,1,1
4202,81,Pensioner,Secondary,Civil marriage,House / apartment,-14842.0,64122.17,45,0,Y,N,4202,0,0,0.241,1,1
4203,100,Working,Incomplete higher,Single,House / apartment,-12381.0,39440.41,42,0,Y,Y,4203,0,0,0.507,3,0
4204,142,Working,Incomplete higher,Married,House / apartment,-804.0,67031.3,48,1,Y,N,4204,0,0,0.349,6,1
4205,138,Working,Higher education,Widow,House / apartment,-13653.0,27810.31,59,0,Y,Y,4205,0,1,0.201,0,0
4206,163,Working,Secondary,Married,Rented apartment,-11836.0,42167.35,53,1,Y,Y,4206,1,1,0.124,5,0
4207,153,Pensioner,Higher education,Single,House / apartment,-1441.0,35817.61,22,0,N,Y,4207,2,1,0.315,1,0
4208,131,Commercial associate,Secondary,Married,Office apartment,-8187.0,237433.33,24,0,Y,Y,4208,1,3,0.251,5,1
4209,111,Working,Higher education,Widow,House / apartment,-3596.0,65739.82,36,1,N,Y,4209,0,0,0.062,3,1
4210,102,Working,Secondary,Single,House / apartment,-14090.0,30100.16,32,0,N,Y,4210,1,0,0.366,6,0
4211,17,Commercial associate,Secondary,Single,House / apartment,-7834.0,26489.97,37,2,N,Y,4211,0,2,0.272,8,0
4212,12,Commercial associate,Higher education,Married,House / apartment,-12549.0,22346.72,56,1,N,Y,4212,0,1,0.38,0,0
4213,182,Working,Higher education,Single,House / apartment,-3005.0,29352.23,36,0,N,Y,4213,1,2,0.214,9,0
4214,116,Working,Academic degree,Single,House / apartment,-14597.0,33458.34,59,1,N,Y,4214,0,1,0.354,5,1
4215,24,Working,Higher education,Single,House / apartment,-4967.0,31605.64,43,0,Y,Y,4215,0,1,0.152,2,1
4216,29,Commercial associate,Higher education,Married,With parents,-4160.0,39727.06,28,0,Y,Y,4216,1,0,0.267,6,1
4217,171,Student,Higher education,Married,House / apartment,-13310.0,71362.35,29,1,Y,Y,4217,1,0,0.313,5,0
4218,153,Working,Academic degree,Married,House / apartment,-11515.0,44819.16,34,0,Y,Y,4218,1,1,0.417,1,0
4219,122,Commercial associate,Academic degree,Married,House / apartment,-1249.0,67562.31,29,0,N,Y,4219,1,0,0.409,4,1
4220,188,Working,Secondary,Married,Municipal apartment,-5552.0,30354.83,46,1,Y,Y,4220,0,0,0.157,6,1
4221,90,Working,Incomplete higher,Married,House / apartment,-10712.0,41268.47,56,0,Y,Y,4221,0,0,0.289,3,0
4222,65,Working,Higher education,Married,Rented apartment,-1590.0,32141.53,23,2,N,N,4222,0,4,0.443,3,0
4223,84,Pensioner,Academic degree,Married,House / apartment,-738.0,59827.73,30,0,N,Y,4223,0,0,0.093,9,1
4224,119,Working,Higher education,Married,Rented apartment,-3624.0,45183.2,45,2,N,N,4224,0,1,0.19,1,0
4225,156,Working,Higher education,Separated,House / apartment,-5166.0,108867.31,24,0,Y,N,4225,0,0,0.231,7,1
4226,16,Working,Higher education,Married,Office apartment,-3456.0,36254.11,50,0,N,Y,4226,1,2,0.667,2,1
4227,175,Working,Secondary,Married,House / apartment,-1713.0,30704.93,31,1,Y,Y,4227,0,1,0.165,7,0
4228,104,Working,Secondary,Married,House / apartment,-6884.0,56023.86,39,0,N,N,4228,0,1,0.07,7,1
4229,92,Commercial associate,Higher education,Single,House / apartment,-973.0,45283.79,33,0,N,Y,4229,0,0,0.178,0,1
4230,186,Working,Academic degree,Separated,House / apartment,-14478.0,61459.29,56,4,N,N,4230,0,0,0.159,7,1
4231,27,Commercial associate,Higher education,Married,Rented apartment,-10555.0,47679.06,23,0,N,N,4231,0,3,0.524,1,0
4232,181,Working,Higher education,Married,House / apartment,-8541.0,46013.46,34,1,Y,Y,4232,0,0,0.178,9,1
4233,170,Working,Higher education,Widow,House / apartment,-972.0,36294.22,30,0,N,Y,4233,0,0,0.039,5,0
4234,187,Working,Secondary,Married,House / apartment,-7914.0,43420.4,58,0,N,Y,4234,0,1,0.123,0,1
4235,175,Working,Incomplete higher,Married,House / apartment,-13056.0,24628.24,60,1,N,Y,4235,0,0,0.393,3,1
4236,162,Working,Higher education,Married,House / apartment,-11429.0,84031.83,47,0,N,Y,4236,0,1,0.136,6,0
4237,165,Working,Secondary,Married,House / apartment,-13440.0,86799.42,44,2,N,Y,4237,2,0,0.154,6,1
4238,134,Commercial associate,Higher education,Widow,House / apartment,-10253.0,74748.0,36,1,N,Y,4238,0,2,0.066,5,1
4239,135,Commercial associate,Secondary,Married,House / apartment,-2078.0,39893.59,30,0,Y,N,4239,2,0,0.293,4,0
4240,153,Working,Academic degree,Separated,House / apartment,-7846.0,36948.54,47,1,N,N,4240,0,0,0.371,3,0
4241,33,Working,Higher education,Widow,House / apartment,-3214.0,61364.88,27,1,N,Y,4241,0,0,0.323,6,1
4242,55,Working,Incomplete higher,Single,House / apartment,-911.0,31944.8,48,0,N,Y,4242,1,0,0.096,4,0
4243,186,Working,Secondary,Married,House / apartment,-14408.0,81756.13,46,1,N,Y,4243,0,2,0.171,6,1
4244,7,Working,Higher education,Married,House / apartment,-221.0,16789.43,38,2,Y,N,4244,1,2,0.172,0,0
4245,57,Pensioner,Lower secondary,Married,Rented apartment,-2915.0,39999.75,33,2,N,Y,4245,0,1,0.453,6,1
4246,126,Working,Higher education,Married,With parents,-4140.0,30361.58,28,2,N,Y,4246,0,1,0.17,1,0
4247,12,Working,Higher education,Single,Office apartment,-9673.0,85914.71,47,1,N,N,4247,1,1,0.266,0,0
4248,16,Working,Higher education,Married,House / apartment,-2906.0,79464.34,34,0,N,Y,4248,1,2,0.595,8,0
4249,43,Working,Higher education,Separated,Rented apartment,-14245.0,63194.21,61,0,Y,Y,4249,1,0,0.058,3,1
4250,117,Commercial associate,Incomplete higher,Married,House / apartment,-5509.0,116079.65,64,0,Y,N,4250,0,0,0.221,3,1
4251,135,Working,Secondary,Single,,,,26,0,N,Y,4251,0,0,0.221,3,1
4252,111,Working,Incomplete higher,Civil marriage,House / apartment,-1940.0,65125.15,40,1,N,N,4252,1,1,0.417,1,1
4253,51,Commercial associate,Higher education,Married,With parents,-12579.0,23886.9,48,0,N,N,4253,0,3,0.217,2,0
4254,160,Working,Higher education,Married,Rented apartment,-13402.0,42443.99,43,1,Y,Y,4254,0,0,0.524,2,0
4255,75,Commercial associate,Higher education,Married,House / apartment,-2529.0,51509.41,32,1,N,N,4255,1,1,0.18,0,1
4256,8,Commercial associate,Secondary,Married,House / apartment,-10873.0,32450.77,44,1,N,Y,4256,0,0,0.248,7,0
4257,45,Working,Academic degree,Married,With parents,-2430.0,54994.32,64,1,N,N,4257,0,4,0.142,7,0
4258,59,Commercial associate,Secondary,Married,Office apartment,-1877.0,20212.72,42,1,N,Y,4258,0,1,0.13,2,1
4259,132,Working,Higher education,Married,With parents,-7984.0,61393.5,46,0,Y,N,4259,0,1,0.108,9,1
4260,104,Working,Incomplete higher,Widow,House / apartment,-9449.0,40312.53,42,1,N,N,4260,0,1,0.028,6,1
4261,195,Working,Secondary,Married,House / apartment,-11410.0,34395.91,27,0,N,N,4261,1,1,0.609,9,0
4262,157,Working,Higher education,Married,House / apartment,-2027.0,68494.89,35,0,N,N,4262,0,1,0.531,7,0
4263,157,Commercial associate,Incomplete higher,Married,Municipal apartment,-14539.0,94724.43,50,0,N,Y,4263,0,1,0.384,4,1
4264,98,Pensioner,Higher education,Married,Municipal apartment,-10034.0,73226.72,24,0,Y,Y,4264,1,1,0.158,2,1
4265,156,Student,Higher education,Married,House / apartment,-6441.0,34025.08,26,0,N,Y,4265,1,1,0.152,4,1
4266,79,Commercial associate,Higher education,Separated,House / apartment,-4103.0,66215.48,22,0,N,Y,4266,0,3,0.288,0,0
4267,124,Working,Higher education,Married,Rented apartment,-3485.0,43687.69,51,0,Y,N,4267,0,0,0.298,4,1
4268,172,Working,Higher education,Married,With parents,-14835.0,81490.73,44,0,Y,N,4268,0,0,0.375,6,1
4269,4,Working,Higher education,Married,Office apartment,-3122.0,54149.41,55,2,Y,Y,4269,2,1,0.693,0,1
4270,90,Working,Higher education,Married,House / apartment,-2726.0,25246.44,51,4,N,Y,4270,1,0,0.37,7,0
4271,104,Working,Secondary,Married,Municipal apartment,-3761.0,43961.72,45,2,N,N,4271,0,0,0.025,6,0
4272,137,State servant,Academic degree,Single,Municipal apartment,-13272.0,33813.79,28,1,N,Y,4272,0,4,0.595,4,0
4273,119,Working,Secondary,Married,House / apartment,-7304.0,34553.03,32,0,Y,N,4273,0,2,0.254,0,0
4274,133,Working,Higher education,Married,Rented apartment,-10303.0,42352.4,22,0,N,Y,4274,1,0,0.194,8,0
4275,56,Working,Higher education,Single,House / apartment,-3139.0,55458.8,35,2,Y,Y,4275,0,1,0.516,7,1
4276,96,Pensioner,Higher education,Married,With parents,-3634.0,73763.68,60,1,N,N,4276,0,2,0.151,4,1
4277,178,Commercial associate,Higher education,Married,Rented apartment,-71.0,38698.62,52,0,N,Y,4277,1,1,0.094,9,0
4278,75,Commercial associate,Secondary,Widow,House / apartment,-12827.0,84601.23,31,2,N,Y,4278,0,0,0.122,8,0
4279,143,Working,Secondary,Married,House / apartment,-14963.0,22786.38,37,2,Y,N,4279,0,0,0.201,2,0
4280,32,Pensioner,Secondary,Single,House / apartment,-10557.0,33622.36,41,0,N,Y,4280,1,0,0.388,5,1
4281,28,Working,Secondary,Married,With parents,-1476.0,123218.96,42,0,N,Y,4281,0,0,0.113,5,1
4282,22,Pensioner,Higher education,Married,Municipal apartment,-7514.0,29314.11,53,0,Y,N,4282,1,0,0.057,9,0
4283,17,Working,Higher education,Married,House / apartment,-12979.0,86083.64,49,1,N,N,4283,1,0,0.131,8,0
4284,59,Working,Secondary,Married,Municipal apartment,-8120.0,48451.04,35,2,N,Y,4284,0,0,0.103,7,1
4285,90,Working,Higher education,Married,House / apartment,-6075.0,47482.35,41,0,N,Y,4285,1,1,0.34,4,0
4286,199,Commercial associate,Higher education,Married,House / apartment,-10479.0,74672.54,22,0,N,N,4286,0,1,0.13,7,1
4287,106,Working,Higher education,Civil marriage,House / apartment,-1442.0,70110.27,62,2,Y,Y,4287,0,1,0.187,2,1
4288,185,Pensioner,Higher education,Single,With parents,-6161.0,89338.53,58,1,Y,Y,4288,0,1,0.073,7,1
4289,26,Working,Higher education,Married,House / apartment,-379.0,43862.94,23,0,Y,Y,4289,0,1,0.202,9,1
4290,25,Working,Incomplete higher,Single,With parents,-11698.0,52278.79,45,1,Y,Y,4290,1,2,0.218,2,1
4291,138,Working,Incomplete higher,Civil marriage,House / apartment,-6489.0,43801.05,33,1,Y,Y,4291,0,1,0.273,6,0
4292,45,Working,Higher education,Single,Municipal apartment,-10393.0,29722.24,44,0,N,N,4292,1,0,0.376,2,0
4293,83,Working,Higher education,Married,House / apartment,-8632.0,52933.04,51,0,N,Y,4293,1,0,0.442,6,0
4294,11,Working,Secondary,Civil marriage,With parents,-4255.0,45515.16,35,3,N,Y,4294,0,1,0.451,0,0
4295,181,Commercial associate,Higher education,Married,House / apartment,-3630.0,21117.91,26,0,N,Y,4295,0,1,0.19,8,1
4296,104,Working,Higher education,Married,Rented apartment,-5086.0,80759.19,61,1,N,N,4296,0,1,0.296,2,1
4297,68,State servant,Higher education,Married,With parents,-5052.0,52399.19,30,1,Y,Y,4297,1,1,0.416,0,0
4298,95,Commercial associate,Higher education,Civil marriage,Municipal apartment,-3130.0,35771.15,29,1,N,Y,4298,0,0,0.179,8,1
4299,156,Pensioner,Secondary,Separated,Rented apartment,-3030.0,56930.78,61,2,Y,Y,4299,0,1,0.368,8,1
4300,65,Working,Incomplete higher,Separated,With parents,-9127.0,38721.51,61,0,Y,Y,4300,1,0,0.354,9,0
4301,49,Working,Higher education,Married,House / apartment,-7502.0,53673.38,25,1,N,Y,4301,0,3,0.464,6,0
4302,175,Working,Higher education,Separated,Municipal apartment,-7828.0,91513.55,64,1,N,Y,4302,0,0,0.399,5,1
4303,52,Commercial associate,Higher education,Married,With parents,-4293.0,58655.56,61,0,Y,Y,4303,0,2,0.449,1,1
4304,102,Pensioner,Higher education,Married,House / apartment,-9365.0,39372.4,39,2,Y,N,4304,0,3,0.273,6,0
4305,182,Working,Academic degree,Married,With parents,-11153.0,30824.76,40,0,Y,N,4305,0,1,0.325,4,1
4306,188,Working,Secondary,Married,Municipal apartment,-5871.0,35544.75,53,0,N,N,4306,0,3,0.475,6,0
4307,57,Pensioner,Secondary,Single,Office apartment,-14236.0,70644.64,63,0,N,Y,4307,0,0,0.424,5,1
4308,47,Working,Secondary,Married,Rented apartment,-8694.0,47788.65,57,0,N,N,4308,0,1,0.181,6,1
4309,159,Commercial associate,Incomplete higher,Separated,,,,51,1,N,Y,4309,0,2,0.159,9,1
4310,174,Working,Incomplete higher,Married,House / apartment,-2728.0,43224.23,59,0,N,Y,4310,1,0,0.055,6,1
4311,26,Pensioner,Higher education,Married,House / apartment,-7956.0,32208.17,33,1,Y,Y,4311,0,1,0.515,3,1
4312,114,Working,Higher education,Separated,House / apartment,-3206.0,64186.57,58,2,N,N,4312,0,2,0.321,7,1
4313,5,Working,Secondary,Married,Rented apartment,-4679.0,34063.99,26,1,Y,Y,4313,0,2,0.427,0,0
